id	outcome	previous_title	reviewed_title	concurrent_removal_reason
TCS-6864	renamed	Give a meaningful classical worst-case reduction for ring-LWE.	Classical worst-case reductions for ring-LWE	
TCS-6868	renamed	Give worst-case or search-to-decision reductions for NTRU-like problems.	Worst-case and search-to-decision reductions for NTRU	
TCS-6871	renamed	Base unbounded FHE solely on worst-case complexity assumptions.	Fully homomorphic encryption from worst-case hardness	
TCS-6874	renamed	Do arbitrarily large d-regular Ramanujan graphs exist for every d≥3?	Ramanujan graphs of every degree	
TCS-6875	renamed	Find two-lifts or adjacency signings with the stated two-sided Ramanujan spectral bounds.	Two-sided Ramanujan signings	
TCS-6879	renamed	Explicitly construct regular graphs with vertex expansion approaching d−2 on small sets.	Explicit near-optimal vertex expanders	
TCS-6880	renamed	Approximate the cut cone within constant distortion using a cone with efficient separation.	Efficient constant-distortion cut-cone approximation	
TCS-6882	renamed	Separate homogeneous and unrestricted formulas superpolynomially.	Homogeneous versus unrestricted arithmetic formulas	
TCS-6883	renamed	Separate multilinear and general circuits superpolynomially.	Multilinear versus general arithmetic circuits	
TCS-6884	renamed	Separate semantic and syntactic multilinear circuits superpolynomially.	Semantic versus syntactic multilinear circuits	
TCS-6885	renamed	Compute all second derivatives with constant-factor circuit overhead.	Constant-overhead second differentiation of circuits	
TCS-6888	renamed	Prove superpolynomial arithmetic-formula lower bounds.	Superpolynomial arithmetic formula lower bounds	
TCS-6890	renamed	Prove superpolynomial noncommutative-circuit lower bounds.	Superpolynomial noncommutative circuit lower bounds	
TCS-6893	renamed	Prove superpolynomial multilinear-circuit lower bounds.	Superpolynomial multilinear circuit lower bounds	
TCS-6895	renamed	Construct explicit three-dimensional tensors with superlinear rank.	Explicit three-dimensional tensors of superlinear rank	
TCS-6897	renamed	Does efficient PIT for a circuit class imply permanent lower bounds for that class?	Permanent lower bounds from identity testing	
TCS-6898	renamed	Derandomize black-box depth-four PIT.	Derandomizing black-box depth-four PIT	
TCS-6903	renamed	Derandomize PIT for noncommutative circuits.	Derandomizing noncommutative PIT	
TCS-6912	renamed	Does learning a circuit class imply permanent lower bounds against it?	Permanent lower bounds from learning	
TCS-6914	renamed	Deterministically factor multivariate polynomials efficiently; does PIT derandomization suffice?	Multivariate polynomial factorization from PIT derandomization	
TCS-6918	renamed	Separate constant-time algorithms using identifier values from order-invariant algorithms, without consecutive-ID promises.	Constant-time identifiers versus order invariance	
TCS-6928	renamed	Can every string be represented in O(γ) words, where γ is its smallest attractor size? Can the O(γ log n) scale always be improved asymptotically?	Linear-space representation from smallest string attractors	
TCS-6933	renamed	Classical computers cannot efficiently sample the Boson Sampling distribution in the regime described in the source.	Classical hardness of Boson Sampling	
TCS-6934	renamed	Prove superlinear unconditional SAT time lower bounds in robust unrestricted computation models; establish stronger exponential lower bounds.	Unconditional SAT time lower bounds	
TCS-6935	renamed	For every ε>0 some clause width k precludes randomized O(2^((1−ε)n)) time for k-SAT.	Randomized Strong Exponential Time Hypothesis	
TCS-6937	renamed	Weighted APSP admits no randomized truly subcubic algorithm in the stated integer-weight regime.	Randomized APSP hypothesis	
TCS-6940	renamed	Is tree edit distance fine-grained equivalent to APSP?	Tree edit distance versus APSP	
TCS-6942	renamed	Does the Orthogonal Vectors hypothesis imply the Hitting Set hypothesis?	Hitting Set hardness from Orthogonal Vectors	
TCS-6944	renamed	Edge-weighted Min-Weight k-Clique requires randomized n^(k−o(1)) time in the specified weight range.	Min-Weight k-Clique hypothesis	
TCS-6945	renamed	Exact-weight k-Clique requires randomized n^(k−o(1)) time in the specified weight range.	Exact-Weight k-Clique hypothesis	
TCS-6946	renamed	Determine fine-grained relationships between APSP and 3-SUM.	Fine-grained relationship between APSP and 3SUM	
TCS-6949	renamed	Circuit-SAT for the described richer representation classes, especially polynomial-size polylog-depth circuits, requires 2^(n−o(n)) time.	Exhaustive-search lower bounds for Circuit-SAT	
TCS-6950	renamed	At least one of SETH, the APSP hypothesis and the 3-SUM hypothesis is true.	Disjunction of SETH, APSP and 3SUM hypotheses	
TCS-6952	renamed	Prove strong unconditional lower bounds for suitably space-restricted 3-SUM algorithms.	Unconditional space-restricted 3SUM lower bounds	
TCS-6953	renamed	Do worst-case or average-case hardness assumptions imply one-way functions, or trapdoor functions?	Cryptographic primitives from worst-case or average-case hardness	
TCS-6957	renamed	Characterize domains where affine maximizers are the only implementable allocation rules.	Characterizing domains restricted to affine maximizers	
TCS-6958	renamed	Can efficient algorithmic implementation approximate better than every efficient dominant-strategy implementation?	Algorithmic versus dominant-strategy implementation	
TCS-6961	renamed	Determine tight equilibrium-efficiency bounds for undirected global connection and generalized cost-sharing games.	Equilibrium efficiency in connection and cost-sharing games	
TCS-6974	renamed	Beat exhaustive assignment search for general formula satisfiability.	Formula-SAT below exhaustive search	
TCS-6977	renamed	Prove that SAT requires more than near-linear time.	Super-near-linear SAT time lower bounds	
TCS-6978	renamed	Separate a given space bound from roughly the same time bound.	Separating space from comparable time bounds	
TCS-6979	renamed	Could P versus NP be independent of standard mathematical axioms?	Independence of P versus NP	
TCS-6985	renamed	Determine polycyclic conjugacy-search complexity.	Complexity of polycyclic conjugacy search	
TCS-7001	renamed	Beat quadratic-time synchronizability testing over a fixed alphabet, or establish conditional barriers.	Subquadratic fixed-alphabet synchronizability testing	
TCS-7006	renamed	Achieve optimal subspace-embedding dimension with the conjectured input-sparsity running time and failure dependence.	Optimal input-sparsity subspace embeddings	
TCS-7007	renamed	Obtain relative spectral low-rank approximation in O(nnz(A))+n·poly(k/ε) time.	Input-sparsity relative spectral low-rank approximation	
TCS-7008	renamed	Obtain polynomial-time relative low-rank approximation in entrywise ℓ₁ error.	Polynomial-time relative entrywise ℓ₁ low-rank approximation	
TCS-7010	renamed	Determine optimal linear-sketch dimension for constant-factor approximation of the nuclear norm.	Linear-sketch complexity of the nuclear norm	
TCS-7022	renamed	Polynomial kernel for Planar Deletion?	Polynomial kernels for Planar Deletion	
TCS-7023	renamed	Polynomial kernel for H-minor-free Deletion?	Polynomial kernels for H-minor-free Deletion	
TCS-7027	renamed	Is Perfect Deletion FPT?	Fixed-parameter tractability of Perfect Deletion	
TCS-7033	renamed	Polynomial kernels for directed feedback vertex/arc set?	Polynomial kernels for directed feedback sets	
TCS-7035	renamed	Single-exponential FPT for directed feedback sets, including planar vertex deletion?	Single-exponential FPT for directed feedback sets	
TCS-7036	renamed	Classify directed three-terminal-pair Edge Multicut by cut size.	Parameterized complexity of three-pair Directed Edge Multicut	
TCS-7061	renamed	Find a polynomial-time/NP-hard dichotomy for hereditary edge-deletion problems.	Dichotomy for hereditary edge deletion	
TCS-7075	renamed	Determine complexity of unrestricted vertex-connectivity augmentation beyond increasing connectivity by one.	Complexity of general vertex-connectivity augmentation	
TCS-7082	renamed	Find a natural OutputP problem outside IncP, including the proposed K_t-free domination candidate.	OutputP versus IncP	
TCS-7084	renamed	Conditionally separate DelayP and IncP from their polynomial-space versions.	Time–space separations in polynomial enumeration	
TCS-7085	renamed	Separate memoryless NextP from DelayP, preferably even polynomial-space DelayP.	NextP versus DelayP	
TCS-7086	renamed	Enumerate binary-matroid circuits in incremental polynomial time and polynomial space.	Incremental polynomial-time binary-matroid circuit enumeration	
TCS-7087	renamed	Amortize unknown incremental delay while retaining polynomial space and polynomial delay.	Polynomial-space conversion from incremental to polynomial delay	
TCS-7088	renamed	Exclude strong polynomial delay for DNF-model enumeration under a standard hypothesis.	Strong polynomial-delay lower bounds for DNF enumeration	
TCS-7090	renamed	Conditionally separate strong polynomial delay from polynomial delay.	Strong polynomial delay versus polynomial delay	
TCS-7091	renamed	Characterize when constant amortized enumeration becomes constant worst-case delay.	Constant amortized enumeration versus constant delay	
TCS-7099	renamed	Establish a finite-domain enumeration-CSP dichotomy.	Finite-domain enumeration-CSP dichotomy	
TCS-7112	renamed	Enumerate minimal hypergraph transversals in output-polynomial time.	Output-polynomial hypergraph transversal enumeration	
TCS-7113	renamed	Derandomize identity testing for explicitly represented arithmetic circuits.	Derandomizing polynomial identity testing	
TCS-7116	renamed	Is every NP problem polynomial-time equivalent to an ω-categorical-template CSP?	Universal representation of NP by ω-categorical CSPs	
TCS-7117	renamed	Can every CSP in SNP be represented by an ω-categorical template?	ω-categorical representation of SNP CSPs	
TCS-7124	renamed	Which CSPs in NP are definable in SNP?	SNP definability of CSPs in NP	
TCS-7125	renamed	Is unification modulo two-sided distributivity together with a multiplicative unit decidable?	Two-sided distributive unification with a unit	
TCS-7126	renamed	Determine tight complexity for unification with constants modulo two-sided distributivity.	Complexity of two-sided distributive unification with constants	
TCS-7127	renamed	Determine enumeration complexity under bag semantics, retaining multiplicities of witnesses and supporting aggregate queries.	Enumeration complexity under bag semantics	
TCS-7128	renamed	Prove unconditional constant-delay enumeration lower bounds for natural queries such as the distance-two query.	Unconditional constant-delay query-enumeration lower bounds	
TCS-7129	renamed	Can prime-implicate representations always be expressed as polynomial-size DNNF?	Prime implicates versus DNNF succinctness	
TCS-7130	renamed	Can prime-implicate representations always be expressed as polynomial-size deterministic DNNF?	Prime implicates versus d-DNNF succinctness	
TCS-7131	renamed	Can prime-implicant representations always be expressed as polynomial-size deterministic DNNF?	Prime implicants versus d-DNNF succinctness	
