id,title,category,decision,reason
TCS-3332,It is an open problem whether an analogous result can be proved for accessible set functors in general.,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3335,"So far, we do not know whether the model-checking problem is hard or tractable on clustered random graphs.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3344,In particular we emphasize that even decidability of the Rounded P2P Problem in the case of a 2D rotation matrix remains open.,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3370,"The problem of determining the exact complexity of the fragment BE, which is known to be EXPSPACE-hard and subsumes BD, [2], remains open.","Semantics, logic and verification",quarantined,Dorovnává složitost jednoho fragmentu intervalové logiky; hlavní rozhodnutelnostní hranice logik mají přednost.
TCS-3401,"We leave the decidability status open for Dsum, but nevertheless show decidability for a large class, namely when the discount factor is of N the […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3462,"What is the precise complexity of control-state reachability, deadlock, unboundedness, and termination for input-bounded FIFO machines?","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3466,Can one characterize the differential objects in a coEilenberg-Moore category of a differential category?,"Semantics, logic and verification",quarantined,"Charakterizace objektů konkrétní kategoriální konstrukce je technický sémantický podproblém, nikoli samostatná hlavní TCS bariéra."
TCS-3479,Can Markov chains with continuous emissions be model-checked efficiently?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3542,"Second, is the confluent rewrite system used in the encoding terminating?","Semantics, logic and verification",quarantined,Ověřuje terminační vlastnost konkrétního kódování; jde o dokončení metateorie jedné implementační cesty.
TCS-3546,"We conjecture that this question can be answered positively, by leveraging our succinct flattenability result for 2-TVASS and by extending [7] with zero-tests on the […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3547,"It appears fairly straightforward to obtain results of this kind in semantics, but syntactic results are much murkier; similar conservativity questions for homotopy and cubical […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3591,We conjecture that extending TSP; (A) with propositional signals suffices to facilitate the definability of all pushdown processes.,"Semantics, logic and verification",quarantined,Další syntaktický mechanismus má doplnit expresivitu konkrétního kalkulu; hlavní pushdown sémantické bariéry jsou širší.
TCS-3636,"The decidability status, however, remains open in the functional two-way case, as well as in the unrestricted (non-functional) two-way case.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3655,"As mentioned in Section 4.2.2, it also remains an open problem whether IITs are reducible to inductive types in a UIP-free setting.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3769,What kind of accessibility relations or model classes can be characterized by 2-variable TML?,"Semantics, logic and verification",quarantined,Neurčuje kandidátní charakterizaci ani hlavní třídu rámců; jde o obecný program klasifikace jednoho fragmentu.
TCS-3783,"The exact complexity of pMDP reachability problems with this restriction remains open, and our upper bounds do not straightforwardly generalise beyond simple pMDPs (see Rem. […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3839,We do not know whether an exponential bound on kMV k holds for any class of afmp-Z-VASS.,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3855,"So far, we do not know whether K−layeredness is decidable for a fixed K.","Semantics, logic and verification",quarantined,Rozhodnutelnost pomocné vrstvenosti jednoho hyperlogického formalismu má menší dosah než obecné model-checking otázky.
TCS-3858,Is boundedness decidable for arbitrary dimension TRVASS?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3896,"Actually, we do not know if SL[BG][ model checking is decidable under the timeline semantics.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3904,It remains an open question whether the predicative universes in the cubical assembly model satisfy the propositional resizing axiom.,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3909,"We leave open whether there is a one-dimensional temporal logic over MSCs, with a finite set of FO-definable modalities, that is expressively complete for FO[→, […]","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-3963,A related question is the following: does the Kantorovich lifting preserve completeness of metrics?,"Semantics, logic and verification",quarantined,Zachování úplnosti jednou konstrukcí je pomocné analytické lemma pro sémantické modely; hlavní behaviorální ekvivalence mají přednost.
TCS-3977,What inclusions DCα ⊆ DCβ are strict for ω ≤ α < β?,"Semantics, logic and verification",quarantined,Jemné rozlišení transfinitních úrovní jedné konfluencové techniky je užší než hlavní konfluence a normalizace.
TCS-4017,Is it possible to axiomatise the positive calculus of relations with transitive closure?,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-4072,We also leave it as an open problem to characterize the functors that admit a disjunctive basis.,"Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-4081,"Finally, we leave open the problem of finding a sound and complete axiomatization for ITLe .","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-4114,"While the exact complexities of the problems VAL(Minc) and VAL(EMinc) remain open, it is straightforward to establish that the complexities coincide.","Semantics, logic and verification",retained,Not selected for removal in this pass.
TCS-4116,"In order to use a similar technique for CS-TNGs, we first establish PLS-hardness for acyclic CS-NGs, which is an open problem.","Semantics, logic and verification",retained,Not selected for removal in this pass.
