id,title,category,decision,basis,concurrent_addition
TCS-0881,Does there exist a semigroup theory for which there is a reduced canonical term-rewriting system that is not length decreasing?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0882,Find an embedding theorem for directed graphs.,"Semantics, logic and verification",quarantine,specialized,False
TCS-0883,"In combinatory logic, is there a uniform universal generator ?","Semantics, logic and verification",retain,retain after second look: significant or uncertain boundary,False
TCS-0884,"In the λ-calculus, which sets have the form { M | Q → * PM }?","Semantics, logic and verification",quarantine,specialized,False
TCS-0887,Is the system of Cohen and Watson for arithmetic terminating?,"Semantics, logic and verification",quarantine,followup,False
TCS-0888,What are sufficient condition for the modularity of confluence?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0889,"What is the syntactic type of (mid-, three-way) distributivity?","Semantics, logic and verification",quarantine,specialized,False
TCS-0891,Can completion always be made terminating when limiting the depth of occurrences of critical pairs?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0892,Can strong normalization of the typed lambda calculus be proved by a reasonably straightforward mapping from typed terms to a well-founded ordering?,"Semantics, logic and verification",quarantine,followup,False
TCS-0893,Find more restrictive strategies in Boolean-ring based methods for resolution-like first-order theorem proving.,"Semantics, logic and verification",quarantine,followup,False
TCS-0897,How can the notion of well-rewrite-ordering be used to as the basis for some new kind of “recursive path ordering”?,"Semantics, logic and verification",quarantine,followup,False
TCS-0898,"Is a certain conditional rewrite system, which is a linearization of Combinatory Logic extended with surjective pairing, confluent?","Semantics, logic and verification",quarantine,specialized,False
TCS-0899,"Is it true for non-orthogonal systems that decreasing redexes implies termination? If not, can some decent subclasses be delineated for which the implication does hold?","Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0903,Is the extension of Combinatory Logic by Boolean constants confluent?,"Semantics, logic and verification",quarantine,specialized,False
TCS-0906,Is there a notion of “complete theory” for which contextual deduction is complete for refutation of ground clauses?,"Semantics, logic and verification",quarantine,specialized,False
TCS-0907,Under what conditions does confluence of a normal semi-equational conditional term rewriting system imply confluence of the associated oriented system?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0908,What are the complexities of various term ordering decision problems?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0909,Which conditional rewrite systems are subcommutative?,"Semantics, logic and verification",quarantine,specialized,False
TCS-0910,Which is the coarsest relation such that its union with any rewrite relation preserves termination?,"Semantics, logic and verification",quarantine,specialized,False
TCS-0911,Which ordinals correspond to reduction graphs in the λ-calculus?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-0912,Which rewrite systems can be directly defined in lambda calculus?,"Semantics, logic and verification",quarantine,specialized,False
TCS-1092,MDP total-variation distance exactly one,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1167,Is the existence of a fully universal representation for a given finite relation algebra effectively decidable?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1193,"We conjecture, only the current configuration would suffice for parity on GBGs.","Semantics, logic and verification",quarantine,followup,False
TCS-1197,Establishing general criteria for the encodability of reversible models remains an open problem.,"Semantics, logic and verification",quarantine,followup,False
TCS-1201,Is it possible to classify the computational complexity of the model-checking problem for all quantifier-free formulas of dependence logic D?,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1202,"We conjecture that it can, and that would render the model-checking problem decidable in that case as well.","Semantics, logic and verification",quarantine,fragment,False
TCS-1203,We do not know yet if another operator could help express the functor DLP as a monad lifting.,"Semantics, logic and verification",quarantine,followup,False
TCS-1204,"Also, whether extending the decidable case of Theorem 20 to two clocks preserves decidability remains open too.","Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
TCS-1227,Determining the precise complexity of inhabitation in the setting of system R remains an open and challenging problem.,"Semantics, logic and verification",retain,"retain: independent barrier, broad question or insufficient grounds to discard",False
