source_id,collection,title,url,locator,disposition,reason,atlas_ids,atlas_states,evidence,recommendation,retrieval_leads,source_status
automata:24.13,automata,24.13 Satisfiability of String Constraints with Subsequence relation,https://automata.exchange/24.13-satisfiability-of-string-constraints-with-subsequence-relation/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0114,TCS-0114:active,https://automata.exchange/24.13-satisfiability-of-string-constraints-with-subsequence-relation/,,TCS-0114; TCS-2007; TCS-3484,not_certified
automata:24.12,automata,24.12 Fine-grained complexity of reachability in one-counter automata,https://automata.exchange/24.12-fine-grained-complexity-of-reachability-in-one-counter-automata/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0622,TCS-0622:active,https://automata.exchange/24.12-fine-grained-complexity-of-reachability-in-one-counter-automata/,,TCS-0622; TCS-0761; TCS-0097,not_certified
automata:24.11,automata,24.11 Membership of a coverability VASS in FO2,https://automata.exchange/24.11-membership-of-a-coverability-vass-in-fo2/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0625,TCS-0625:active,https://automata.exchange/24.11-membership-of-a-coverability-vass-in-fo2/,,TCS-0625; TCS-0628; TCS-0631,not_certified
automata:24.10,automata,24.10 Functions Weakly-Computable by Vector Addition Systems,https://automata.exchange/24.10-functions-weakly-computable-by-vector-addition-systems/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0109,TCS-0109:active,https://automata.exchange/24.10-functions-weakly-computable-by-vector-addition-systems/,,TCS-0109; TCS-5600; TCS-5976,not_certified
automata:24.9,automata,24.9 Is the Hierarchy of Valence Systems with Open Reachability Proper?,https://automata.exchange/24.09-is-the-hierarchy-of-valence-systems-with-open-reachability-proper/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0623,TCS-0623:active,https://automata.exchange/24.09-is-the-hierarchy-of-valence-systems-with-open-reachability-proper/,,TCS-0623; TCS-5823; TCS-4361,not_certified
automata:24.8,automata,24.8 Coverability in Wait-Only Networks with non-blocking bounded sendings,https://automata.exchange/24.08-coverability-in-wait-only-networks-with-non-blocking-bounded-sendings/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0106,TCS-0106:archived,https://automata.exchange/24.08-coverability-in-wait-only-networks-with-non-blocking-bounded-sendings/,,TCS-0106; TCS-0628; TCS-3416,not_certified
automata:24.7,automata,24.7 Minimality for Deterministic Suffix-reading Automata,https://automata.exchange/24.07-minimality-for-deterministic-suffix-reading-automata/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0112,TCS-0112:archived,https://automata.exchange/24.07-minimality-for-deterministic-suffix-reading-automata/,,TCS-0112; TCS-2359; TCS-3051,not_certified
automata:24.6,automata,24.6 Emptiness-checking for 3-clock Timed Automata with additive constraints,https://automata.exchange/24.06-emptiness-checking-for-3-clock-timed-automata-with-additive-constraints/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0107,TCS-0107:active,https://automata.exchange/24.06-emptiness-checking-for-3-clock-timed-automata-with-additive-constraints/,,TCS-0107; TCS-0105; TCS-5837,not_certified
automata:24.5,automata,24.5 Properties of the value function in weighted timed games,https://automata.exchange/24.05-properties-of-the-value-function-in-weighted-timed-games/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0572,TCS-0572:active,https://automata.exchange/24.05-properties-of-the-value-function-in-weighted-timed-games/,,TCS-0572; TCS-3956; TCS-0545,not_certified
automata:24.4,automata,24.4 Language Equivalence between Nondeterministic and Deterministic One-Counter Machines,https://automata.exchange/24.04-language-equivalence-between-nondeterministic-and-deterministic-one-counter-machines/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0624,TCS-0624:active,https://automata.exchange/24.04-language-equivalence-between-nondeterministic-and-deterministic-one-counter-machines/,,TCS-0624; TCS-0138; TCS-0562,not_certified
automata:24.3,automata,24.3 Bi-reachability in Petri nets with ordered data,https://automata.exchange/24.03-bi-reachability-in-petry-nets-with-ordered-data/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0621,TCS-0621:active,https://automata.exchange/24.03-bi-reachability-in-petry-nets-with-ordered-data/,,TCS-0621; TCS-0638; TCS-6491,not_certified
automata:24.2,automata,24.2 Positional Nash Equilibria,https://automata.exchange/24.02-positional-nash-equilibria/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0571,TCS-0571:active,https://automata.exchange/24.02-positional-nash-equilibria/,,TCS-0571; TCS-0362; TCS-5195,not_certified
automata:24.1,automata,24.1 How is $a^* = 1/(1-a)?$,https://automata.exchange/24.01-how-is-a-star-1-over-1-minus-a/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0110,TCS-0110:archived,https://automata.exchange/24.01-how-is-a-star-1-over-1-minus-a/,,TCS-0110; TCS-3796; TCS-2782,not_certified
automata:23.8,automata,23.8 Linear loop synthesis: When d variables are not enough.,https://automata.exchange/23.08-linear-loop-synthesis/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0629,TCS-0629:active,https://automata.exchange/23.08-linear-loop-synthesis/,,TCS-0629; TCS-2293; TCS-0027,not_certified
automata:23.7,automata,23.7 The time-complexity of coverability in unary 1-VASS,https://automata.exchange/23.07-time-complexity-coverability-unary-1-vass/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0631,TCS-0631:active,https://automata.exchange/23.07-time-complexity-coverability-unary-1-vass/,,TCS-0631; TCS-0627; TCS-6295,not_certified
automata:19.13,automata,"19.13 Does a $(\textsf{min,+})$-WA preserve REG by inverse image?",https://automata.exchange/19.13-does-a-min-plus-wa-preserve-reg-by-inverse-image/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0148,TCS-0148:active,https://automata.exchange/19.13-does-a-min-plus-wa-preserve-reg-by-inverse-image/,,TCS-0148; TCS-0121; TCS-4888,not_certified
automata:19.12,automata,19.12 Reachability for bounded branching VASS,https://automata.exchange/19.12-reachability-for-bounded-branching-vass/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0639,TCS-0639:active,https://automata.exchange/19.12-reachability-for-bounded-branching-vass/,,TCS-0639; TCS-0626; TCS-0619,not_certified
automata:19.11,automata,19.11 Shortest runs in 3-D VASS,https://automata.exchange/19.11-shortest-runs-in-3-d-vass/,,source_already_indexed,"This numbered problem URL, or title together with reference, is already indexed in Atlas. Compare subtargets within that record before adding anything; this is provenance evidence, not a proof of equivalence for every variant.",TCS-0640,TCS-0640:active,https://automata.exchange/19.11-shortest-runs-in-3-d-vass/,,TCS-0640; TCS-0756; TCS-5390,not_certified
