id,title,area,scope,source_year,year_basis,source_age_years,status,status_note,source_collection,source_locator,authors,source_url,pdf_url,additional_source_urls,source_title,accessed,reading_note
TCS-0757,Tight bound for the number of multibudgeted important separators,Parameterized and exact algorithms,focused,2019,seminar year; report may be published later,7,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 19041, section 4.5",Marcin Pilipczuk,https://doi.org/10.4230/DagRep.9.1.67,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume09/issue01/DagRep.9.1/DagRep.9.1.pdf#page=83,,New Horizons in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0758,Better approximation of Dominating Set,Parameterized and exact algorithms,focused,2017,seminar year; report may be published later,9,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 17041, section 4.6",Bingkai Lin,https://doi.org/10.4230/DagRep.7.1.103,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume07/issue01/DagRep.7.1/DagRep.7.1.pdf#page=123,,Randomization in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0759,Disjoint paths / minor testing,Parameterized and exact algorithms,focused,2017,seminar year; report may be published later,9,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 17041, section 4.16",Dániel Marx,https://doi.org/10.4230/DagRep.7.1.103,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume07/issue01/DagRep.7.1/DagRep.7.1.pdf#page=127,,Randomization in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0760,Fine-grained complexity of Hitting Set w.r.t. VC dimension,Parameterized and exact algorithms,focused,2017,seminar year; report may be published later,9,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 17041, section 4.4",Karl Bringmann,https://doi.org/10.4230/DagRep.7.1.103,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume07/issue01/DagRep.7.1/DagRep.7.1.pdf#page=122,,Randomization in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0761,Fine-grained complexity of k-LCS,Parameterized and exact algorithms,focused,2017,seminar year; report may be published later,9,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 17041, section 4.3",Karl Bringmann,https://doi.org/10.4230/DagRep.7.1.103,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume07/issue01/DagRep.7.1/DagRep.7.1.pdf#page=122,,Randomization in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0762,Fixed parameter tractability of Weighted Low Rank Approximation,Parameterized and exact algorithms,focused,2017,seminar year; report may be published later,9,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 17041, section 4.8",David P. Woodruff,https://doi.org/10.4230/DagRep.7.1.103,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume07/issue01/DagRep.7.1/DagRep.7.1.pdf#page=124,,Randomization in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0763,FPT-approximation of bandwidth,Parameterized and exact algorithms,focused,2017,seminar year; report may be published later,9,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 17041, section 4.1",Daniel Lokshtanov,https://doi.org/10.4230/DagRep.7.1.103,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume07/issue01/DagRep.7.1/DagRep.7.1.pdf#page=121,,Randomization in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0764,FPT-approximation of VC dimension,Parameterized and exact algorithms,focused,2017,seminar year; report may be published later,9,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 17041, section 4.5",Bingkai Lin,https://doi.org/10.4230/DagRep.7.1.103,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume07/issue01/DagRep.7.1/DagRep.7.1.pdf#page=122,,Randomization in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0765,Orthogonal Vectors for Subset Sum,Parameterized and exact algorithms,focused,2017,seminar year; report may be published later,9,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 17041, section 4.7",Jesper Nederlof,https://doi.org/10.4230/DagRep.7.1.103,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume07/issue01/DagRep.7.1/DagRep.7.1.pdf#page=123,,Randomization in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0766,Polynomial (Turing) Kernels,Parameterized and exact algorithms,focused,2017,seminar year; report may be published later,9,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 17041, section 4.13",Dániel Marx,https://doi.org/10.4230/DagRep.7.1.103,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume07/issue01/DagRep.7.1/DagRep.7.1.pdf#page=126,,Randomization in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0767,Short resolution refutations for SAT when parameterized by treewidth,Parameterized and exact algorithms,focused,2017,seminar year; report may be published later,9,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 17041, section 4.9",Stefan Szeider,https://doi.org/10.4230/DagRep.7.1.103,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume07/issue01/DagRep.7.1/DagRep.7.1.pdf#page=124,,Randomization in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0768,Small universal Steiner tree covers,Parameterized and exact algorithms,focused,2017,seminar year; report may be published later,9,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 17041, section 4.10",Marcin Pilipczuk,https://doi.org/10.4230/DagRep.7.1.103,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume07/issue01/DagRep.7.1/DagRep.7.1.pdf#page=125,,Randomization in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0769,Square root phenomenon,Parameterized and exact algorithms,focused,2017,seminar year; report may be published later,9,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 17041, section 4.15",Dániel Marx,https://doi.org/10.4230/DagRep.7.1.103,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume07/issue01/DagRep.7.1/DagRep.7.1.pdf#page=127,,Randomization in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0770,Time and space complexity of k-LCS,Parameterized and exact algorithms,focused,2017,seminar year; report may be published later,9,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 17041, section 4.2",Michał Pilipczuk,https://doi.org/10.4230/DagRep.7.1.103,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume07/issue01/DagRep.7.1/DagRep.7.1.pdf#page=121,,Randomization in Parameterized Complexity,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0771,Computational complexity of planar treewidth,Parameterized and exact algorithms,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16221, section 4.6",Hans L. Bodlaender,https://doi.org/10.4230/DagRep.6.5.94,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue05/DagRep.6.5/DagRep.6.5.pdf#page=112,,Algorithms for Optimization Problems in Planar Graphs,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0772,Faster planar Steiner Tree algorithms parameterized by terminals,Parameterized and exact algorithms,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16221, section 4.4",Dániel Marx,https://doi.org/10.4230/DagRep.6.5.94,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue05/DagRep.6.5/DagRep.6.5.pdf#page=111,,Algorithms for Optimization Problems in Planar Graphs,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0773,Near-linear algorithms for many-terminal vertex-disjoint surface paths,Parameterized and exact algorithms,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16221, section 4.1",Jeff Erickson,https://doi.org/10.4230/DagRep.6.5.94,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue05/DagRep.6.5/DagRep.6.5.pdf#page=110,,Algorithms for Optimization Problems in Planar Graphs,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0774,Near-linear-time minimum-cost Steiner perfect matching in planar graphs,Parameterized and exact algorithms,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16221, section 4.10",Sergio Cabello,https://doi.org/10.4230/DagRep.6.5.94,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue05/DagRep.6.5/DagRep.6.5.pdf#page=113,,Algorithms for Optimization Problems in Planar Graphs,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
TCS-0775,Optimal exact-distance labels for planar graphs,Parameterized and exact algorithms,focused,2016,seminar year; report may be published later,10,source_open_unverified,Posed in the seminar report; later resolution has not been exhaustively checked.,Dagstuhl Reports,"Seminar 16221, section 4.9",Oren Weimann,https://doi.org/10.4230/DagRep.6.5.94,https://drops.dagstuhl.de/storage/04dagstuhl-reports/volume06/issue05/DagRep.6.5/DagRep.6.5.pdf#page=113,,Algorithms for Optimization Problems in Planar Graphs,2026-09-09,"Short index label; consult the source locator for the full formulation, definitions and assumptions."
