rank,researcher,slot,id,title,area,action,affinity,status,evidence,formulation_status,formulation_reviewed_on,current_batch_scope,researcher_bibliography,problem_sources
183,Eli Ben-Sasson,2,TCS-5332,Weak automatability of Resolution,Proof complexity,reused,Resolution automatability concerns his proof-complexity and automated-reasoning research.,open,reviewed,revised,2026-09-12,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/02/476.html,https://doi.org/10.4230/LIPIcs.STACS.2025.1; https://doi.org/10.1016/j.ipl.2024.106489; https://arxiv.org/abs/1904.02991; https://arxiv.org/abs/2506.16956
184,Yuval Ishai,1,TCS-7274,One-way functions in \(\mathrm{NC}^{0}\) from one-way functions,Cryptography,reused,NC0 one-way functions from arbitrary OWFs connect his local computation and randomized-encoding research.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/05/667.html,https://doi.org/10.1137/S0097539705446950
184,Yuval Ishai,2,TCS-5013,Sublinear-communication secure computation with polynomial setup,Cryptography,reused,Sublinear-communication MPC directly extends his communication-efficient cryptographic protocols.,uncertain,source,not individually completed,,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/05/667.html,https://doi.org/10.4230/LIPIcs.ITC.2023.18
185,Brent Waters,1,TCS-6550,Circuit obfuscation from polynomial-hard LWE,Cryptography,reused,LWE-based iO continues his obfuscation constructions.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/w/BrentWaters.html,https://www.wisdom.weizmann.ac.il/~oded/p_obfuscate.html; https://cims.nyu.edu/~regev/papers/qcrypto.pdf; https://doi.org/10.1145/3785007; https://eprint.iacr.org/2021/1334; https://doi.org/10.4230/LIPIcs.ICALP.2022.28
185,Brent Waters,2,TCS-7278,Identity-based encryption from arbitrary public-key encryption,Cryptography,reused,IBE from generic PKE directly concerns the encryption primitive he helped develop.,source_open,reviewed,revised,2026-09-13,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/w/BrentWaters.html,https://eprint.iacr.org/2021/745.pdf; https://crypto.stanford.edu/~dabo/pubs/papers/bfibe.pdf
186,Craig Gentry,1,TCS-6551,Unleveled fully homomorphic encryption from LWE alone,Cryptography,reused,Unbounded-depth FHE from LWE alone is a central frontier after his FHE breakthrough.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/28/2376.html,https://epubs.siam.org/doi/10.1137/120868669; https://www.iacr.org/archive/crypto2018/10993383/10993383.pdf; https://cseweb.ucsd.edu/classes/wi23/cse208-a/FHEorg.pdf; https://eprint.iacr.org/2023/1376.pdf; https://drops.dagstuhl.de/storage/00lipics/lipics-vol251-itcs2023/LIPIcs.ITCS.2023.17/LIPIcs.ITCS.2023.17.pdf; https://link.springer.com/article/10.1186/s42400-025-00431-z; https://arxiv.org/abs/2604.23490
186,Craig Gentry,2,TCS-7277,Fully homomorphic encryption from public-key encryption,Cryptography,reused,FHE from generic PKE concerns the minimal assumptions needed for his encryption paradigm.,source_open,reviewed,revised,2026-09-13,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/28/2376.html,https://eprint.iacr.org/2015/815.pdf; https://mit6875.github.io/LECNOTES/lec15.pdf; https://doi.org/10.4230/LIPIcs.ITCS.2023.17
187,Moni Naor,1,TCS-6547,Collision-resistant hashing from one-way functions,Cryptography,reused,Collision resistance from OWFs concerns his foundational cryptographic reductions.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/n/MoniNaor.html,https://www.cs.princeton.edu/courses/archive/spr08/cos598D/Rompel.pdf; https://link.springer.com/chapter/10.1007/BFb0054137; https://ieee-focs.org/FOCS-2018-Papers/pdfs/59f850.pdf; https://eprint.iacr.org/2023/945; https://eccc.weizmann.ac.il/report/2026/111/
187,Moni Naor,2,TCS-6546,One-way permutations from one-way functions,Cryptography,reused,One-way permutations from arbitrary OWFs concern the foundational primitive reductions he studies.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/n/MoniNaor.html,https://www2.eecs.berkeley.edu/Pubs/TechRpts/1988/6060.html; https://epubs.siam.org/doi/10.1137/S0097539793244708; https://link.springer.com/chapter/10.1007/978-3-642-19571-6_36; https://eprint.iacr.org/2015/752.pdf; https://arxiv.org/abs/2507.12456
188,Ran Canetti,1,TCS-6548,Chosen-ciphertext security from ordinary public-key encryption,Cryptography,reused,CCA encryption from arbitrary PKE concerns his cryptographic security and composition work.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/c/RanCanetti.html,https://theory.stanford.edu/~trevisan/cs276/projects.html; https://www.iacr.org/archive/tcc2007/43920433/43920433.pdf; https://www.cs.columbia.edu/~dglasner/MyPapers/non-mal.pdf; https://www.iacr.org/archive/crypto2019/116940363/116940363.pdf; https://par.nsf.gov/servlets/purl/10295635; https://eprint.iacr.org/2023/1957; https://eprint.iacr.org/2025/1665
188,Ran Canetti,2,TCS-6549,Oblivious transfer from public-key encryption,Cryptography,reused,OT from PKE is a central foundation-of-secure-computation question in his research area.,source_open,reviewed,not individually completed,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/c/RanCanetti.html,https://vmahesh.cs.illinois.edu/papers/focs00.pdf; https://iftachh.github.io/MyHomepage/papers/BlackBoxMPC/black-box-mpc.pdf; https://eprint.iacr.org/2021/882; https://eprint.iacr.org/2023/1002; https://doi.org/10.1587/transfun.2025CIP0019
189,Rafael Pass,1,TCS-0022,One-way functions from \(\mathrm{P} \ne  \mathrm{NP}\),Cryptography,reused,OWFs from worst-case NP hardness connects his work on the foundations of cryptography.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/p/RPass.html,https://www.math.ias.edu/files/mathandcomp.pdf; https://arxiv.org/abs/cs/0606037v3; https://johanhastad.se/prgfromowf.pdf; https://lucatrevisan.github.io/pubs/BT03.pdf; https://doi.org/10.4230/LIPIcs.ITCS.2026.97
189,Rafael Pass,2,TCS-0012,Average-case NP hardness from \(\mathrm{P} \ne  \mathrm{NP}\),Beyond worst-case and average-case analysis,reused,Worst-case to average-case NP hardness concerns his meta-complexity-to-cryptography program.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/p/RPass.html,https://www.math.ias.edu/files/mathandcomp.pdf; https://arxiv.org/abs/cs/0606037v3; https://lucatrevisan.github.io/pubs/BT03.pdf; https://doi.org/10.4230/LIPIcs.ITCS.2026.97
190,Aayush Jain,1,TCS-6550,Circuit obfuscation from polynomial-hard LWE,Cryptography,reused,Basing iO on polynomial-hardness LWE continues his obfuscation breakthroughs.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/126/6084.html,https://www.wisdom.weizmann.ac.il/~oded/p_obfuscate.html; https://cims.nyu.edu/~regev/papers/qcrypto.pdf; https://doi.org/10.1145/3785007; https://eprint.iacr.org/2021/1334; https://doi.org/10.4230/LIPIcs.ICALP.2022.28
190,Aayush Jain,2,TCS-7278,Identity-based encryption from arbitrary public-key encryption,Cryptography,reused,IBE from generic PKE concerns reducing assumptions for the encryption tools in his field.,source_open,reviewed,revised,2026-09-13,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/126/6084.html,https://eprint.iacr.org/2021/745.pdf; https://crypto.stanford.edu/~dabo/pubs/papers/bfibe.pdf
191,Guy Rothblum,1,TCS-6552,Noninteractive zero knowledge from one-way functions,Cryptography,reused,NIZK from minimal assumptions concerns his verification and cryptographic-proof work.,source_open,reviewed,not individually completed,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/00/6232.html,https://homepages.cwi.nl/~schaffne/courses/crypto/2014/papers/ComZK08.pdf; https://web.eecs.umich.edu/~cpeikert/pubs/nizk-lwe.pdf; https://eprint.iacr.org/2023/1938; https://eprint.iacr.org/2024/1514; https://eccc.weizmann.ac.il/report/2024/116/; https://arxiv.org/abs/2602.17651; https://doi.org/10.1007/978-3-032-35424-2_6
191,Guy Rothblum,2,TCS-7236,Polynomial-time private release of all marginals,Differential privacy,reused,Efficient private query release connects his private-learning and data-analysis research.,source_open,reviewed,revised,2026-09-11,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/00/6232.html,https://projects.iq.harvard.edu/files/privacytools/files/complexityprivacy_1_01.pdf; https://arxiv.org/abs/1304.3754
192,John Wright,1,TCS-6446,Quantum PCP conjecture,Quantum computation,reused,Quantum PCP connects his quantum-complexity and multiprover-proof work.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/10/3047-4.html,https://arxiv.org/abs/1309.7495; https://eccc.weizmann.ac.il/report/2026/150/
192,John Wright,2,TCS-6448,QMA versus QCMA,Quantum computation,reused,The relative power of classical and quantum witnesses concerns his quantum-complexity research.,source_open,reviewed,not individually completed,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/10/3047-4.html,https://eccc.weizmann.ac.il/report/2026/020/
193,Zhengfeng Ji,1,TCS-6446,Quantum PCP conjecture,Quantum computation,reused,Quantum PCP is a central Hamiltonian-complexity target related to his work.,source_open,reviewed,revised,2026-09-10,"active-card and source-locator review; existing status is carried through, not independently recertified",https://dblp.org/pid/30/2575.html,https://arxiv.org/abs/1309.7495; https://eccc.weizmann.ac.il/report/2026/150/
